CustomerID,Age,Gender,City,SubscriptionType,MonthlySpending,Tenure,NumberOfPurchases,SupportRequests,LoginFrequency,LastActivityDays,SatisfactionScore,Churn
CUST0987,60,Male,Quetta,Basic,4747.0,24,2,2,11,50,7.0,No
CUST0988,28,Male,Islamabad,Premium,4417.0,27,96,1,13,16,4.0,No
CUST0989,31,Female,Peshawar,Premium,4389.0,43,21,9,19,75,5.0,No
CUST0990,30,Female,Faisalabad,Basic,1668.0,1,58,1,27,77,7.0,No
CUST0991,69,Male,Multan,Premium,4521.0,57,59,7,19,11,1.0,Yes
CUST0992,36,Female,Multan,Premium,6329.0,54,39,6,20,53,3.0,Yes
CUST0993,33,Male,Peshawar,Standard,7961.0,25,85,2,23,12,10.0,No
CUST0994,43,Male,Rawalpindi,Basic,7729.0,18,81,8,10,89,2.0,Yes
CUST0995,64,Male,Quetta,Standard,5028.0,49,16,5,3,64,2.0,Yes
CUST0996,67,Female,Peshawar,Standard,2570.0,11,27,8,2,3,8.0,No
CUST0997,22,Female,Peshawar,Standard,3771.0,48,25,6,2,32,1.0,Yes
CUST0998,25,Male,Multan,Premium,4303.0,48,63,7,3,70,2.0,Yes
CUST0999,60,Male,Quetta,Basic,7220.0,31,36,2,6,77,1.0,No
CUST1000,24,Male,Faisalabad,Basic,6573.0,35,51,2,3,86,1.0,Yes
CUST1001,35,Male,Quetta,Standard,2274.0,12,92,0,29,27,9.0,No
CUST1002,46,Male,Karachi,Standard,3025.0,45,57,0,20,6,1.0,No
CUST1003,67,Female,Rawalpindi,Basic,7944.0,24,31,3,3,53,1.0,Yes
CUST1004,19,Male,Multan,Basic,5980.0,44,9,3,29,85,2.0,No
CUST1005,28,Male,Lahore,Standard,1382.0,33,42,5,18,79,4.0,Yes
CUST1006,31,Female,Peshawar,Basic,2251.0,15,14,5,11,1,3.0,No
CUST1007,43,Female,Lahore,Standard,4258.0,14,29,1,22,83,5.0,No
CUST1008,57,Female,Lahore,Basic,2290.0,57,53,4,25,63,10.0,No
CUST1009,24,Male,Faisalabad,Basic,3157.0,39,81,6,22,42,3.0,Yes
CUST1010,29,Female,Quetta,Basic,644.0,22,78,9,15,65,7.0,No
CUST1011,58,Male,Lahore,Basic,5549.0,2,98,1,10,54,4.0,Yes
CUST1012,66,Male,Karachi,Basic,3568.0,9,64,4,7,48,3.0,Yes
CUST1013,31,Male,Rawalpindi,Premium,4135.0,39,95,5,5,40,5.0,No
CUST1014,59,Male,Peshawar,Premium,2863.0,53,97,0,8,43,6.0,No
CUST1015,33,Male,Lahore,Premium,7065.0,16,88,3,20,66,7.0,No
CUST1016,38,Male,Quetta,Premium,1029.0,1,63,1,7,81,1.0,Yes
CUST1017,27,Male,Islamabad,Basic,5354.0,12,71,3,8,10,9.0,No
CUST1018,45,Female,Faisalabad,Basic,2118.0,47,32,6,6,31,,No
CUST1019,37,Female,Quetta,Premium,2727.0,13,62,1,12,48,7.0,No
CUST1020,28,Female,Quetta,Standard,5492.0,33,95,6,25,61,3.0,Yes
CUST1021,19,Female,Peshawar,Basic,7925.0,49,39,9,18,70,3.0,Yes
CUST1022,64,Male,Faisalabad,Standard,3005.0,30,59,4,13,77,9.0,No
CUST1023,48,Male,Multan,Basic,4344.0,46,26,2,30,0,4.0,No
CUST1024,18,Female,Quetta,Standard,3906.0,60,51,5,13,39,8.0,No
CUST1025,59,Male,Peshawar,Basic,1519.0,59,50,9,6,55,4.0,Yes
CUST1026,34,Female,Quetta,Premium,3516.0,45,90,0,21,54,7.0,No
CUST1027,65,Male,Rawalpindi,Standard,7161.0,3,47,10,23,89,1.0,Yes
CUST1028,60,Male,Faisalabad,Premium,6079.0,30,19,4,8,74,10.0,No
CUST1029,60,Male,Lahore,Basic,1256.0,50,83,6,13,10,10.0,No
CUST1030,51,Male,Peshawar,Basic,3996.0,54,33,4,17,84,9.0,No
CUST1031,42,Female,Peshawar,Premium,1228.0,56,14,10,19,18,6.0,No
CUST1032,35,Male,Peshawar,Premium,552.0,20,22,7,1,8,2.0,Yes
CUST1033,67,Female,Peshawar,Premium,6505.0,19,56,2,6,23,6.0,No
CUST1034,63,Male,Rawalpindi,Standard,4617.0,12,15,7,19,23,4.0,Yes
CUST1035,30,Male,Islamabad,Basic,7891.0,17,53,7,21,13,10.0,No
CUST1036,58,Male,Karachi,Standard,3594.0,6,16,4,3,3,6.0,No
CUST1037,55,Male,Quetta,Standard,6730.0,44,13,0,2,0,5.0,No
CUST1038,60,Male,Karachi,Basic,6986.0,34,1,6,20,34,9.0,No
CUST1039,49,Female,Multan,Premium,3257.0,28,48,10,29,40,6.0,No
CUST1040,70,Male,Multan,Premium,3600.0,26,79,0,12,12,6.0,No
CUST1041,18,Female,Peshawar,Premium,7774.0,54,18,0,20,67,2.0,No
CUST1042,35,Male,Multan,Standard,6121.0,40,85,7,17,84,7.0,No
CUST1043,30,Male,Multan,Basic,3450.0,41,6,5,22,29,8.0,No
CUST1044,56,Female,Peshawar,Premium,7004.0,40,11,5,14,84,8.0,No
CUST1045,62,Male,Peshawar,Standard,2098.0,39,92,2,28,73,9.0,No
CUST1046,68,Male,Islamabad,Standard,1213.0,51,39,10,18,21,8.0,No
CUST1047,46,Male,Quetta,Premium,2473.0,35,32,3,6,13,2.0,No
CUST1048,45,Male,Islamabad,Standard,3641.0,58,99,4,8,85,5.0,No
CUST1049,48,Male,Islamabad,Premium,6442.0,41,63,1,26,28,6.0,No
CUST1050,54,Male,Multan,Standard,6377.0,59,96,6,21,55,9.0,No
CUST1051,69,Male,Rawalpindi,Standard,2883.0,8,12,1,3,75,6.0,No
CUST1052,30,Male,Multan,Basic,3067.0,55,49,9,24,39,1.0,Yes
CUST1053,21,Male,Peshawar,Standard,6818.0,21,47,10,30,66,3.0,Yes
CUST1054,60,Male,Karachi,Standard,4909.0,1,59,5,5,28,5.0,No
CUST1055,49,Female,Islamabad,Premium,1694.0,19,96,10,28,76,1.0,Yes
CUST1056,38,Female,Karachi,Standard,6287.0,55,74,7,21,63,4.0,Yes
CUST1057,36,Female,Lahore,Standard,7282.0,10,92,3,28,89,4.0,No
CUST1058,65,Male,Islamabad,Standard,3709.0,47,39,10,30,2,3.0,Yes
CUST1059,53,Female,Multan,Standard,4378.0,44,45,6,13,67,2.0,Yes
CUST1060,64,Female,Faisalabad,Premium,2098.0,60,90,8,13,16,2.0,Yes
CUST1061,38,Male,Faisalabad,Standard,1840.0,42,74,2,15,37,8.0,No
CUST1062,27,Male,Rawalpindi,Premium,6523.0,13,84,0,12,13,10.0,No
CUST1063,61,Male,Peshawar,Standard,7394.0,44,22,0,4,60,6.0,No
CUST1064,29,Male,Karachi,Premium,3272.0,42,76,6,5,31,7.0,Yes
CUST1065,20,Male,Rawalpindi,Standard,2979.0,32,89,9,6,88,7.0,No
CUST1066,68,Male,Quetta,Premium,2754.0,25,81,10,15,1,6.0,No
CUST1067,25,Male,Karachi,Basic,5754.0,32,86,8,8,75,1.0,Yes
CUST1068,54,Female,Faisalabad,Premium,1274.0,48,76,2,13,82,8.0,No
CUST1069,62,Female,Faisalabad,Premium,1314.0,9,42,1,23,23,9.0,No
CUST1070,43,Male,Peshawar,Premium,4894.0,53,68,7,3,74,9.0,Yes
CUST1071,52,Male,Rawalpindi,Premium,1461.0,58,24,9,23,0,3.0,Yes
CUST1072,53,Female,Multan,Basic,1555.0,3,74,3,21,11,3.0,No
CUST1073,53,Female,Lahore,Basic,4646.0,8,39,5,18,54,3.0,Yes
CUST1074,60,Male,Rawalpindi,Standard,4755.0,3,38,10,18,17,8.0,No
CUST1075,54,Female,Multan,Premium,3384.0,59,78,8,17,88,4.0,Yes
CUST1076,24,Male,Rawalpindi,Basic,1660.0,13,39,3,5,70,10.0,No
CUST1077,31,Female,Faisalabad,Basic,5597.0,47,55,1,18,33,5.0,No
CUST1078,42,Male,Peshawar,Standard,2582.0,6,87,6,23,68,3.0,Yes
CUST1079,31,Male,Faisalabad,Premium,,45,25,5,19,77,9.0,No
CUST1080,28,Female,Islamabad,Standard,4052.0,51,49,0,20,9,4.0,No
CUST1081,35,Male,Karachi,Premium,,36,9,5,21,46,2.0,Yes
CUST1082,39,Female,Islamabad,Basic,580.0,18,13,6,8,13,7.0,No
CUST1083,68,Male,Islamabad,Premium,7672.0,47,40,9,27,12,8.0,No
CUST1084,51,Female,Faisalabad,Premium,,18,13,0,6,49,6.0,No
CUST1085,29,Female,Peshawar,Standard,1545.0,38,34,0,22,19,9.0,No
CUST1086,60,Male,Islamabad,Standard,6524.0,37,35,0,30,90,6.0,No
CUST1087,67,Male,Peshawar,Premium,1999.0,30,57,5,26,64,8.0,No
CUST1088,36,Female,Peshawar,Premium,7720.0,46,30,4,21,39,2.0,No
CUST1089,44,Female,Karachi,Premium,1128.0,6,94,3,3,73,3.0,Yes
CUST1090,21,Male,Faisalabad,Premium,4537.0,60,2,6,22,17,9.0,No
CUST1091,48,Female,Karachi,Standard,5548.0,1,25,0,23,89,7.0,No
CUST1092,52,Female,Rawalpindi,Premium,7244.0,43,68,10,20,77,1.0,Yes
CUST1093,46,Male,Rawalpindi,Basic,3506.0,5,18,8,12,54,1.0,Yes
CUST1094,49,Female,Islamabad,Standard,3268.0,8,87,3,27,15,9.0,No
CUST1095,36,Female,Quetta,Standard,2245.0,17,1,10,19,27,7.0,No
CUST1096,37,Male,Quetta,Premium,4499.0,55,8,5,1,58,,No
CUST1097,39,Female,Multan,Basic,3364.0,1,93,2,13,1,6.0,No
CUST1098,24,Female,Quetta,Basic,4834.0,6,66,2,14,62,2.0,Yes
CUST1099,18,Male,Faisalabad,Basic,3738.0,31,48,4,12,23,7.0,No
CUST1100,52,Female,Karachi,Standard,7376.0,43,57,2,5,55,6.0,No
CUST1101,18,Female,Rawalpindi,Basic,2833.0,13,6,2,13,42,7.0,No
CUST1102,20,Male,Rawalpindi,Standard,2677.0,43,16,6,16,63,9.0,No
CUST1103,69,Male,Multan,Standard,6447.0,33,95,6,5,13,2.0,Yes
CUST1104,68,Male,Islamabad,Basic,4596.0,23,2,10,8,86,1.0,Yes
CUST1105,39,Female,Lahore,Standard,2871.0,31,37,7,3,31,7.0,Yes
CUST1106,57,Male,Islamabad,Basic,6781.0,18,15,4,23,85,4.0,No
CUST1107,70,Female,Rawalpindi,Standard,6912.0,46,14,8,20,24,3.0,No
CUST1108,55,Male,Rawalpindi,Basic,3787.0,9,5,4,7,54,3.0,Yes
CUST1109,19,Male,Karachi,Basic,3836.0,25,68,4,23,28,4.0,No
CUST1110,39,Female,Quetta,Basic,3998.0,33,83,0,10,34,2.0,Yes
CUST1111,41,Female,Multan,Premium,2523.0,27,41,0,6,0,1.0,No
CUST1112,21,Female,Rawalpindi,Standard,2795.0,31,78,1,14,32,3.0,Yes
CUST1113,49,Female,Multan,Standard,1293.0,8,86,0,22,16,9.0,No
CUST1114,39,Female,Multan,Premium,5324.0,50,68,9,12,83,4.0,Yes
CUST1115,35,Male,Peshawar,Basic,1371.0,57,17,10,24,15,10.0,No
CUST1116,20,Male,Rawalpindi,Premium,1308.0,29,10,8,20,38,6.0,No
CUST1117,64,Female,Rawalpindi,Premium,1758.0,47,6,2,7,70,7.0,No
CUST1118,63,Female,Multan,Standard,5659.0,29,92,1,30,8,7.0,No
CUST1119,48,Female,Lahore,Basic,,39,90,2,10,72,1.0,Yes
CUST1120,21,Male,Peshawar,Standard,4861.0,44,66,1,6,65,8.0,No
CUST1121,42,Female,Peshawar,Premium,2195.0,18,24,0,6,27,10.0,No
CUST1122,55,Male,Quetta,Premium,6402.0,46,68,4,10,37,4.0,No
CUST1123,63,Female,Karachi,Basic,873.0,15,69,3,10,81,1.0,Yes
CUST1124,27,Female,Islamabad,Standard,6976.0,56,7,10,8,68,4.0,Yes
CUST1125,25,Male,Multan,Premium,3523.0,39,42,1,23,33,9.0,No
CUST1126,64,Male,Peshawar,Premium,3159.0,19,8,10,27,45,1.0,Yes
CUST1127,32,Female,Islamabad,Standard,4902.0,2,85,9,4,83,7.0,Yes
CUST1128,34,Male,Quetta,Basic,2701.0,21,27,9,21,19,7.0,No
CUST1129,46,Male,Peshawar,Standard,7890.0,10,62,1,16,58,3.0,No
CUST1130,29,Male,Rawalpindi,Premium,6475.0,32,24,10,10,39,1.0,Yes
CUST1131,28,Male,Peshawar,Premium,2038.0,39,9,2,3,31,7.0,No
CUST1132,47,Female,Karachi,Premium,1624.0,34,94,0,20,48,2.0,Yes
CUST1133,42,Male,Karachi,Basic,7303.0,49,83,0,5,10,4.0,No
CUST1134,35,Male,Lahore,Basic,1371.0,51,70,5,28,25,2.0,No
CUST1135,26,Female,Quetta,Basic,3217.0,20,62,2,8,69,1.0,Yes
CUST1136,62,Female,Karachi,Basic,864.0,53,14,8,10,65,2.0,Yes
CUST1137,44,Male,Lahore,Basic,2356.0,2,55,6,5,83,6.0,Yes
CUST1138,36,Male,Peshawar,Premium,6356.0,57,15,7,6,28,2.0,No
CUST1139,24,Female,Multan,Basic,3233.0,40,16,5,30,5,2.0,No
CUST1140,56,Male,Islamabad,Standard,3243.0,34,77,2,22,19,7.0,No
CUST1141,60,Female,Faisalabad,Standard,1351.0,57,35,7,22,33,6.0,No
CUST1142,69,Male,Lahore,Basic,5872.0,50,19,5,5,57,7.0,No
CUST1143,64,Female,Karachi,Basic,4001.0,37,94,4,5,41,2.0,Yes
CUST1144,26,Male,Peshawar,Standard,4548.0,21,55,7,23,77,7.0,No
CUST1145,68,Female,Islamabad,Premium,2514.0,59,50,6,18,68,8.0,No
CUST1146,52,Female,Rawalpindi,Standard,5259.0,6,92,6,17,88,10.0,No
CUST1147,69,Male,Karachi,Basic,523.0,24,27,0,12,60,9.0,No
CUST1148,26,Male,Lahore,Standard,7452.0,24,100,2,10,18,8.0,No
CUST1149,53,Female,Rawalpindi,Basic,2339.0,53,8,2,4,48,3.0,Yes
CUST1150,64,Male,Peshawar,Standard,6245.0,4,14,10,19,61,2.0,Yes
CUST1151,56,Male,Lahore,Basic,1657.0,24,11,3,3,72,1.0,Yes
CUST1152,70,Female,Islamabad,Basic,6591.0,31,18,8,23,60,5.0,No
CUST1153,44,Female,Quetta,Premium,608.0,45,37,1,5,82,1.0,Yes
CUST1154,20,Male,Islamabad,Basic,7321.0,26,55,10,29,70,8.0,No
CUST1155,63,Female,Faisalabad,Premium,3970.0,15,21,4,3,48,9.0,No
CUST1156,26,Male,Peshawar,Premium,2293.0,4,51,2,27,77,9.0,No
CUST1157,22,Female,Quetta,Standard,5758.0,42,52,6,6,47,1.0,Yes
CUST1158,59,Female,Rawalpindi,Standard,1355.0,7,10,5,20,3,6.0,No
CUST1159,33,Female,Islamabad,Premium,1035.0,7,28,9,1,24,5.0,No
CUST1160,53,Male,Lahore,Basic,1196.0,18,73,9,2,61,10.0,Yes
CUST1161,20,Male,Multan,Basic,569.0,20,46,4,13,24,9.0,No
CUST1162,38,Female,Multan,Basic,6027.0,45,13,5,14,12,9.0,No
CUST1163,50,Male,Lahore,Premium,3630.0,51,62,9,28,37,1.0,Yes
CUST1164,28,Male,Quetta,Basic,5627.0,57,12,3,29,87,4.0,No
CUST1165,59,Male,Islamabad,Premium,6469.0,34,78,10,17,57,6.0,No
CUST1166,68,Male,Multan,Standard,5607.0,24,56,0,29,30,7.0,No
CUST1167,31,Male,Islamabad,Premium,4575.0,41,13,0,5,70,5.0,No
CUST1168,69,Male,Quetta,Basic,3069.0,30,22,4,6,35,2.0,Yes
CUST1169,54,Female,Multan,Basic,1967.0,5,91,7,9,32,8.0,Yes
CUST1170,66,Female,Islamabad,Basic,4499.0,37,6,5,28,51,5.0,No
CUST1171,44,Male,Quetta,Standard,7420.0,33,80,5,12,87,2.0,No
CUST1172,44,Female,Faisalabad,Premium,5584.0,3,83,0,24,89,4.0,Yes
CUST1173,70,Male,Islamabad,Basic,3578.0,19,21,9,13,28,2.0,Yes
CUST1174,42,Female,Karachi,Standard,4337.0,30,83,8,29,13,8.0,No
CUST1175,23,Male,Karachi,Standard,4048.0,50,26,6,11,40,2.0,Yes
CUST1176,39,Female,Rawalpindi,Premium,4401.0,48,15,4,15,69,1.0,Yes
CUST1177,27,Female,Islamabad,Premium,3122.0,14,73,0,20,7,7.0,No
CUST1178,69,Female,Peshawar,Standard,943.0,14,28,0,25,34,7.0,No
CUST1179,34,Male,Karachi,Basic,2743.0,5,52,1,10,53,8.0,No
CUST1180,51,Male,Faisalabad,Basic,,54,12,6,11,21,5.0,No
CUST1181,30,Female,Peshawar,Standard,4886.0,31,89,2,23,45,7.0,No
CUST1182,62,Female,Lahore,Premium,7821.0,51,77,3,3,78,10.0,No
CUST1183,27,Female,Multan,Basic,7844.0,10,59,2,16,14,6.0,No
CUST1184,68,Female,Faisalabad,Premium,530.0,47,58,2,21,81,8.0,No
CUST1185,55,Male,Lahore,Basic,2037.0,48,54,8,25,76,3.0,Yes
CUST1186,42,Male,Multan,Basic,6067.0,13,74,0,12,2,6.0,No
CUST1187,37,Female,Karachi,Premium,5815.0,32,59,6,14,45,6.0,No
CUST1188,52,Female,Multan,Basic,1940.0,60,59,6,12,70,3.0,Yes
CUST1189,56,Male,Peshawar,Standard,7422.0,19,85,10,14,89,5.0,No
CUST1190,57,Male,Karachi,Basic,5821.0,6,3,9,30,13,7.0,No
CUST1191,49,Male,Quetta,Premium,7101.0,38,5,10,10,27,7.0,No
CUST1192,32,Female,Peshawar,Basic,7515.0,13,61,1,12,52,8.0,No
CUST1193,70,Female,Lahore,Standard,2334.0,51,65,4,9,39,5.0,No
CUST1194,68,Female,Rawalpindi,Basic,7947.0,58,54,0,1,19,1.0,No
CUST1195,68,Female,Multan,Standard,5187.0,11,56,3,18,24,7.0,No
CUST1196,57,Female,Lahore,Premium,1555.0,28,82,6,24,51,3.0,Yes
CUST1197,38,Male,Peshawar,Basic,6316.0,7,17,8,4,50,10.0,Yes
CUST1198,66,Female,Islamabad,Standard,1263.0,14,12,0,14,80,1.0,Yes
CUST1199,67,Male,Lahore,Premium,4953.0,46,11,9,13,16,1.0,Yes
CUST1200,47,Female,Islamabad,Basic,7855.0,42,29,4,7,31,9.0,No
CUST1201,64,Female,Faisalabad,Premium,2752.0,4,11,2,21,81,1.0,Yes
CUST1202,55,Male,Karachi,Standard,5381.0,60,16,1,5,33,5.0,No
CUST1203,29,Male,Karachi,Standard,3460.0,55,27,6,4,2,8.0,No
CUST1204,44,Male,Quetta,Premium,2222.0,5,88,6,13,81,6.0,Yes
CUST1205,46,Male,Islamabad,Standard,7902.0,1,23,10,19,4,10.0,No
CUST1206,25,Female,Multan,Standard,5415.0,40,70,0,6,32,9.0,No
CUST1207,25,Male,Lahore,Premium,4743.0,2,66,2,7,14,6.0,No
CUST1208,31,Male,Multan,Basic,1183.0,15,94,2,9,61,5.0,No
CUST1209,30,Male,Multan,Premium,5840.0,36,38,7,24,55,8.0,No
CUST1210,50,Female,Rawalpindi,Standard,2121.0,12,88,4,13,74,2.0,Yes
CUST1211,68,Female,Islamabad,Basic,4496.0,47,56,7,14,34,10.0,No
CUST1212,70,Female,Karachi,Premium,4016.0,25,26,9,12,80,6.0,No
CUST1213,70,Male,Quetta,Basic,776.0,57,66,4,19,37,7.0,No
CUST1214,56,Female,Peshawar,Basic,1973.0,8,42,6,26,45,3.0,Yes
CUST1215,33,Male,Rawalpindi,Premium,3547.0,24,19,5,4,40,1.0,Yes
CUST1216,62,Male,Multan,Basic,5148.0,30,42,3,18,49,2.0,No
CUST1217,36,Male,Rawalpindi,Basic,2777.0,36,92,9,29,73,2.0,Yes
CUST1218,59,Female,Peshawar,Standard,3122.0,53,26,3,2,63,,No
CUST1219,20,Female,Peshawar,Basic,4209.0,8,22,9,11,49,10.0,No
CUST1220,33,Male,Faisalabad,Basic,6916.0,42,74,0,30,36,8.0,No
CUST1221,26,Female,Lahore,Premium,4821.0,59,6,5,21,8,1.0,No
CUST1222,48,Male,Peshawar,Premium,2750.0,20,41,5,13,71,2.0,Yes
CUST1223,67,Female,Quetta,Premium,3722.0,4,39,7,16,47,2.0,Yes
CUST1224,57,Male,Lahore,Basic,7262.0,4,2,2,4,88,6.0,No
CUST1225,64,Female,Rawalpindi,Basic,2065.0,6,93,5,27,0,9.0,No
CUST1226,62,Male,Faisalabad,Basic,893.0,8,39,1,9,88,6.0,No
CUST1227,57,Female,Faisalabad,Premium,1628.0,11,75,7,4,40,,Yes
CUST1228,27,Female,Quetta,Premium,4774.0,8,68,3,19,84,8.0,No
CUST1229,49,Female,Multan,Premium,2350.0,31,12,4,25,10,5.0,No
CUST1230,40,Male,Rawalpindi,Premium,1115.0,5,64,0,7,85,1.0,Yes
CUST1231,31,Female,Peshawar,Basic,1356.0,32,44,3,27,67,10.0,No
CUST1232,50,Female,Faisalabad,Premium,5868.0,30,20,8,4,28,3.0,Yes
CUST1233,41,Female,Quetta,Premium,2163.0,33,100,6,7,35,2.0,Yes
CUST1234,45,Male,Faisalabad,Premium,1336.0,42,19,7,29,14,2.0,Yes
CUST1235,33,Male,Quetta,Basic,734.0,18,61,10,17,45,8.0,No
CUST1236,34,Male,Karachi,Standard,2237.0,28,20,6,17,65,7.0,No
CUST1237,39,Male,Quetta,Standard,1301.0,24,7,10,13,24,7.0,No
CUST1238,36,Male,Peshawar,Basic,2760.0,39,68,9,16,55,9.0,No
CUST1239,24,Male,Rawalpindi,Basic,1443.0,15,7,0,19,30,5.0,No
CUST1240,22,Male,Faisalabad,Basic,5580.0,57,90,6,13,12,7.0,No
CUST1241,32,Female,Quetta,Basic,6936.0,11,27,5,21,90,5.0,No
CUST1242,56,Female,Lahore,Basic,4622.0,12,90,9,16,88,5.0,No
CUST1243,33,Male,Multan,Premium,1865.0,5,24,5,29,18,8.0,No
CUST1244,18,Female,Peshawar,Standard,1954.0,2,34,1,6,76,1.0,Yes
CUST1245,40,Female,Lahore,Standard,2527.0,56,61,1,2,72,1.0,Yes
CUST1246,61,Female,Rawalpindi,Premium,1870.0,33,97,2,25,12,2.0,No
CUST1247,37,Female,Quetta,Standard,3373.0,48,70,4,22,32,8.0,No
CUST1248,41,Female,Lahore,Standard,6317.0,20,43,8,25,61,10.0,No
CUST1249,25,Female,Lahore,Basic,7514.0,27,29,10,5,63,,Yes
CUST1250,19,Male,Peshawar,Standard,6597.0,14,12,3,30,81,7.0,No
CUST1251,24,Female,Quetta,Premium,2673.0,12,87,5,29,50,6.0,No
CUST1252,55,Female,Faisalabad,Standard,836.0,13,75,8,23,78,6.0,No
CUST1253,25,Female,Quetta,Premium,6990.0,51,45,4,4,63,1.0,Yes
CUST1254,61,Male,Quetta,Premium,4785.0,10,38,9,18,38,3.0,Yes
CUST1255,49,Female,Karachi,Standard,4218.0,1,6,3,10,15,10.0,No
CUST1256,21,Female,Faisalabad,Basic,3385.0,28,85,0,2,17,5.0,No
CUST1257,40,Female,Islamabad,Basic,2717.0,46,19,3,14,10,10.0,No
CUST1258,36,Male,Lahore,Standard,3405.0,60,32,10,21,54,7.0,No
CUST1259,43,Male,Faisalabad,Standard,3045.0,39,23,9,14,74,6.0,No
CUST1260,26,Male,Faisalabad,Basic,5040.0,27,26,4,10,38,2.0,No
CUST1261,54,Female,Islamabad,Standard,7675.0,51,56,1,5,56,9.0,No
CUST1262,62,Female,Multan,Standard,4003.0,23,60,6,14,3,8.0,No
CUST1263,53,Male,Peshawar,Basic,1651.0,49,79,4,26,74,4.0,Yes
CUST1264,50,Female,Islamabad,Premium,7872.0,35,73,4,2,16,7.0,No
CUST1265,43,Male,Quetta,Premium,7374.0,30,7,1,2,83,5.0,No
CUST1266,24,Female,Karachi,Standard,4444.0,37,89,5,28,15,1.0,No
CUST1267,65,Male,Rawalpindi,Premium,5104.0,10,95,7,5,86,4.0,Yes
CUST1268,58,Male,Faisalabad,Premium,6391.0,20,1,7,20,14,4.0,No
CUST1269,22,Male,Islamabad,Premium,1491.0,57,67,1,8,13,4.0,No
CUST1270,48,Male,Quetta,Standard,1497.0,4,39,6,16,30,3.0,Yes
CUST1271,52,Female,Quetta,Premium,1509.0,40,56,2,21,23,1.0,No
CUST1272,27,Male,Islamabad,Premium,6231.0,48,70,3,16,37,8.0,No
CUST1273,36,Male,Quetta,Standard,2754.0,43,51,6,23,59,2.0,Yes
CUST1274,44,Female,Islamabad,Basic,,19,16,9,13,74,1.0,Yes
CUST1275,37,Male,Quetta,Basic,7930.0,59,46,2,15,35,8.0,No
CUST1276,18,Male,Multan,Premium,7553.0,55,65,3,12,49,9.0,No
CUST1277,50,Male,Islamabad,Premium,3382.0,10,84,9,11,17,8.0,No
CUST1278,35,Female,Peshawar,Basic,7375.0,59,83,7,13,77,8.0,No
CUST1279,60,Male,Faisalabad,Basic,3154.0,45,76,9,12,79,10.0,No
CUST1280,43,Male,Lahore,Basic,6503.0,55,21,3,4,63,2.0,Yes
CUST1281,61,Female,Multan,Basic,7123.0,50,94,3,4,49,3.0,Yes
CUST1282,66,Female,Karachi,Basic,2551.0,40,15,0,28,56,2.0,Yes
CUST1283,66,Female,Lahore,Basic,1381.0,21,90,7,13,81,3.0,Yes
CUST1284,54,Male,Rawalpindi,Standard,4084.0,32,87,4,8,20,4.0,No
CUST1285,45,Male,Karachi,Premium,5653.0,2,86,1,7,17,1.0,No
CUST1286,18,Female,Peshawar,Premium,7581.0,35,10,5,6,63,9.0,No
CUST1287,30,Male,Quetta,Premium,3420.0,23,80,8,28,8,3.0,Yes
CUST1288,46,Female,Peshawar,Basic,1140.0,37,17,8,10,15,2.0,Yes
CUST1289,49,Male,Lahore,Premium,3210.0,35,3,3,27,32,5.0,No
CUST1290,42,Female,Karachi,Basic,,19,69,9,8,78,9.0,No
CUST1291,50,Female,Peshawar,Premium,,4,90,1,19,33,8.0,No
CUST1292,59,Male,Lahore,Standard,2637.0,27,26,5,29,17,1.0,No
CUST1293,31,Female,Lahore,Basic,,32,73,9,23,44,1.0,Yes
CUST1294,22,Female,Karachi,Premium,1560.0,31,35,0,4,63,1.0,Yes
CUST1295,50,Male,Multan,Standard,2985.0,31,30,0,30,3,1.0,No
CUST1296,67,Male,Peshawar,Premium,6545.0,44,3,8,16,49,1.0,Yes
CUST1297,67,Female,Islamabad,Standard,3996.0,45,71,2,4,15,8.0,No
CUST1298,57,Female,Multan,Basic,4076.0,22,8,3,8,75,2.0,Yes
CUST1299,18,Male,Peshawar,Premium,7777.0,49,69,9,2,31,1.0,Yes
CUST1300,70,Male,Karachi,Basic,4092.0,9,24,4,2,44,6.0,No
CUST1301,56,Male,Faisalabad,Basic,3758.0,39,62,10,4,9,2.0,Yes
CUST1302,34,Male,Quetta,Premium,7163.0,48,46,3,15,46,5.0,No
CUST1303,67,Female,Rawalpindi,Premium,2691.0,58,41,8,17,6,2.0,Yes
CUST1304,40,Female,Quetta,Standard,2167.0,6,18,8,8,70,5.0,Yes
CUST1305,31,Male,Multan,Premium,6954.0,53,19,0,8,83,8.0,No
CUST1306,66,Female,Karachi,Basic,7351.0,32,5,4,9,49,10.0,No
CUST1307,37,Male,Lahore,Standard,5495.0,55,50,7,1,49,7.0,Yes
CUST1308,46,Male,Rawalpindi,Basic,2010.0,25,85,6,18,84,1.0,Yes
CUST1309,37,Male,Multan,Basic,5486.0,59,97,5,30,75,5.0,No
CUST1310,31,Male,Multan,Premium,5591.0,54,56,6,26,13,1.0,No
CUST1311,53,Female,Faisalabad,Premium,3972.0,30,74,9,25,33,9.0,No
CUST1312,28,Female,Quetta,Premium,2451.0,60,17,0,9,10,5.0,No
CUST1313,33,Female,Multan,Premium,816.0,26,79,4,12,84,5.0,No
CUST1314,34,Male,Karachi,Standard,5913.0,37,42,4,28,56,3.0,No
CUST1315,47,Male,Quetta,Basic,803.0,30,46,7,21,27,9.0,No
CUST1316,44,Male,Karachi,Standard,5499.0,58,71,5,3,23,8.0,No
